issue_id,severity,category,title,description,affected_screen_ids,affected_routes,affected_roles,affected_workspaces,evidence_screenshots,expected_behavior,actual_behavior,recommendation,priority,implementation_notes
BROKEN-ACTION-3217,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,PROVIDERADMIN__SHELLER__ADMIN__SETTINGS__LOAD__TABLET__1759,/operations?workspace=rabbi_sheller_provider&view=admin&section=settings,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/tablet/PROVIDERADMIN__SHELLER__ADMIN__SETTINGS__LOAD__TABLET__1759.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3218,P1,broken_action,Action needs review: Mark Not Configured,Not executed during audit because it can mutate production state or trigger external systems.,PROVIDERADMIN__SHELLER__SETTINGS__EMAIL_IDENTITIES__LOAD__TABLET__1765,/operations?workspace=rabbi_sheller_provider&view=settings&section=email_identities,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/tablet/PROVIDERADMIN__SHELLER__SETTINGS__EMAIL_IDENTITIES__LOAD__TABLET__1765.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3219,P1,broken_action,Action needs review: Mark Not Configured,Not executed during audit because it can mutate production state or trigger external systems.,PROVIDERADMIN__SHELLER__SETTINGS__WHATSAPP__LOAD__TABLET__1766,/operations?workspace=rabbi_sheller_provider&view=settings&section=whatsapp,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/tablet/PROVIDERADMIN__SHELLER__SETTINGS__WHATSAPP__LOAD__TABLET__1766.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3220,P1,broken_action,Action needs review: Mark Not Configured,Not executed during audit because it can mutate production state or trigger external systems.,PROVIDERADMIN__SHELLER__SETTINGS__SOCIAL_ACCOUNTS__LOAD__TABLET__1767,/operations?workspace=rabbi_sheller_provider&view=settings&section=social_accounts,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/tablet/PROVIDERADMIN__SHELLER__SETTINGS__SOCIAL_ACCOUNTS__LOAD__TABLET__1767.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3221,P1,broken_action,Action needs review: Mark Not Configured,Not executed during audit because it can mutate production state or trigger external systems.,PROVIDERADMIN__SHELLER__SETTINGS__INTEGRATIONS__LOAD__TABLET__1781,/operations?workspace=rabbi_sheller_provider&view=settings&section=integrations,Provider Admin Provider Admin,Rabbi Sheller Provider Workspace Rabbi Sheller Provider Workspace,screenshots/tablet/PROVIDERADMIN__SHELLER__SETTINGS__INTEGRATIONS__LOAD__TABLET__1781.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3222,P1,broken_action,Action needs review: Submit Registration,Not executed during audit because it can mutate production state or trigger external systems.,PUBLIC__WEBSITE__WEBSITE__SIGNUP_ENGLISH__LOAD__SMALL_MOBILE__1796,/signup.html,Public,Public Website,screenshots/small-mobile/PUBLIC__WEBSITE__WEBSITE__SIGNUP_ENGLISH__LOAD__SMALL_MOBILE__1796.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3223,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,PUBLIC__OPERATIONS__AUTH__OPERATIONS_LOGIN__LOAD__SMALL_MOBILE__1800,/operations-login.html,Public,Operations Login,screenshots/small-mobile/PUBLIC__OPERATIONS__AUTH__OPERATIONS_LOGIN__LOAD__SMALL_MOBILE__1800.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3224,P1,broken_action,Action needs review: Create/reset password,Not executed during audit because it can mutate production state or trigger external systems.,PARENT__BNA__PORTAL__PARENT_PORTAL_LOGIN__LOAD__SMALL_MOBILE__1801,/parent,Parent,BNA School Workspace,screenshots/small-mobile/PARENT__BNA__PORTAL__PARENT_PORTAL_LOGIN__LOAD__SMALL_MOBILE__1801.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3225,P1,broken_action,Action needs review: Submit For Review,Not executed during audit because it can mutate production state or trigger external systems.,PROVIDERADMIN__SHELLER__PROVIDER_ONBOARDING__ONBOARDING__LOAD__SMALL_MOBILE__1804,/providers/join,Provider Admin,Rabbi Sheller Provider Workspace,screenshots/small-mobile/PROVIDERADMIN__SHELLER__PROVIDER_ONBOARDING__ONBOARDING__LOAD__SMALL_MOBILE__1804.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3226,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__DASHBOARD__OVERVIEW__LOAD__SMALL_MOBILE__1809,/operations?workspace=platform&view=dashboard&section=overview,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__DASHBOARD__OVERVIEW__LOAD__SMALL_MOBILE__1809.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3227,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__DASHBOARD__ALERTS__LOAD__SMALL_MOBILE__1811,/operations?workspace=platform&view=dashboard&section=alerts,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__DASHBOARD__ALERTS__LOAD__SMALL_MOBILE__1811.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3228,P1,broken_action,Action needs review: Create task Preview safe,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__PIPELINES__OVERVIEW__LOAD__SMALL_MOBILE__1814,/operations?workspace=platform&view=pipelines&section=overview,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__PIPELINES__OVERVIEW__LOAD__SMALL_MOBILE__1814.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3229,P1,broken_action,Action needs review: Create task Preview safe,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__PIPELINES__BNA_ENROLLMENT__LOAD__SMALL_MOBILE__1815,/operations?workspace=platform&view=pipelines&section=bna_enrollment,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__PIPELINES__BNA_ENROLLMENT__LOAD__SMALL_MOBILE__1815.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3230,P1,broken_action,Action needs review: Create task Preview safe,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__PIPELINES__PROVIDER_CLASS__LOAD__SMALL_MOBILE__1816,/operations?workspace=platform&view=pipelines&section=provider_class,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__PIPELINES__PROVIDER_CLASS__LOAD__SMALL_MOBILE__1816.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3231,P1,broken_action,Action needs review: Create task Preview safe,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__PIPELINES__PROVIDER_ONBOARDING__LOAD__SMALL_MOBILE__1817,/operations?workspace=platform&view=pipelines&section=provider_onboarding,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__PIPELINES__PROVIDER_ONBOARDING__LOAD__SMALL_MOBILE__1817.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3232,P1,broken_action,Action needs review: Create task Preview safe,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__PIPELINES__PARTICIPANTS__LOAD__SMALL_MOBILE__1818,/operations?workspace=platform&view=pipelines&section=participants,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__PIPELINES__PARTICIPANTS__LOAD__SMALL_MOBILE__1818.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3233,P1,broken_action,Action needs review: Create task Preview safe,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__PIPELINES__STALE_TASKS__LOAD__SMALL_MOBILE__1819,/operations?workspace=platform&view=pipelines&section=stale_tasks,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__PIPELINES__STALE_TASKS__LOAD__SMALL_MOBILE__1819.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3234,P1,broken_action,Action needs review: Create task Preview safe,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__PIPELINES__DECISIONS__LOAD__SMALL_MOBILE__1820,/operations?workspace=platform&view=pipelines&section=decisions,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__PIPELINES__DECISIONS__LOAD__SMALL_MOBILE__1820.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3235,P1,broken_action,Action needs review: Send to Codex,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__TASKS__OVERVIEW__LOAD__SMALL_MOBILE__1821,/operations?workspace=platform&view=tasks&section=overview,Super Admin Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__TASKS__OVERVIEW__LOAD__SMALL_MOBILE__1821.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3236,P1,broken_action,Action needs review: Send to Codex,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__TASKS__DECISIONS__LOAD__SMALL_MOBILE__1822,/operations?workspace=platform&view=tasks&section=decisions,Super Admin Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__TASKS__DECISIONS__LOAD__SMALL_MOBILE__1822.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3237,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__STUDENTS__OVERVIEW__LOAD__SMALL_MOBILE__1828,/operations?workspace=platform&view=students&section=overview,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__STUDENTS__OVERVIEW__LOAD__SMALL_MOBILE__1828.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3238,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__STUDENTS__LIST__LOAD__SMALL_MOBILE__1829,/operations?workspace=platform&view=students&section=list,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__STUDENTS__LIST__LOAD__SMALL_MOBILE__1829.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3239,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__STUDENTS__GROUP_GOAL__LOAD__SMALL_MOBILE__1830,/operations?workspace=platform&view=students&section=group_goal,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__STUDENTS__GROUP_GOAL__LOAD__SMALL_MOBILE__1830.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3240,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__STUDENTS__GOAL_BOARD__LOAD__SMALL_MOBILE__1831,/operations?workspace=platform&view=students&section=goal_board,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__STUDENTS__GOAL_BOARD__LOAD__SMALL_MOBILE__1831.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3241,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__STUDENTS__ASSIGNMENTS__LOAD__SMALL_MOBILE__1832,/operations?workspace=platform&view=students&section=assignments,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__STUDENTS__ASSIGNMENTS__LOAD__SMALL_MOBILE__1832.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3242,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__STUDENTS__QUESTIONS__LOAD__SMALL_MOBILE__1833,/operations?workspace=platform&view=students&section=questions,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__STUDENTS__QUESTIONS__LOAD__SMALL_MOBILE__1833.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3243,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__STUDENTS__DOCUMENTS__LOAD__SMALL_MOBILE__1834,/operations?workspace=platform&view=students&section=documents,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__STUDENTS__DOCUMENTS__LOAD__SMALL_MOBILE__1834.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3244,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__STUDENTS__PORTAL_LINKS__LOAD__SMALL_MOBILE__1835,/operations?workspace=platform&view=students&section=portal_links,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__STUDENTS__PORTAL_LINKS__LOAD__SMALL_MOBILE__1835.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3245,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__STUDENTS__TABLET_ACCESS__LOAD__SMALL_MOBILE__1836,/operations?workspace=platform&view=students&section=tablet_access,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__STUDENTS__TABLET_ACCESS__LOAD__SMALL_MOBILE__1836.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3246,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__STUDENTS__PROFILE__LOAD__SMALL_MOBILE__1837,/operations?workspace=platform&view=students&section=profile,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__STUDENTS__PROFILE__LOAD__SMALL_MOBILE__1837.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3247,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__STUDENTS__PARENT_FAMILY__LOAD__SMALL_MOBILE__1838,/operations?workspace=platform&view=students&section=parent_family,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__STUDENTS__PARENT_FAMILY__LOAD__SMALL_MOBILE__1838.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3248,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__STUDENTS__ANALYSIS__LOAD__SMALL_MOBILE__1839,/operations?workspace=platform&view=students&section=analysis,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__STUDENTS__ANALYSIS__LOAD__SMALL_MOBILE__1839.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3249,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__STUDENTS__MEETINGS__LOAD__SMALL_MOBILE__1840,/operations?workspace=platform&view=students&section=meetings,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__STUDENTS__MEETINGS__LOAD__SMALL_MOBILE__1840.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3250,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__STUDENTS__BOT_SETTINGS__LOAD__SMALL_MOBILE__1841,/operations?workspace=platform&view=students&section=bot_settings,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__STUDENTS__BOT_SETTINGS__LOAD__SMALL_MOBILE__1841.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3251,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__STUDENTS__NEXT_YEAR_LOGIN__LOAD__SMALL_MOBILE__1843,/operations?workspace=platform&view=students&section=next_year_login,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__STUDENTS__NEXT_YEAR_LOGIN__LOAD__SMALL_MOBILE__1843.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3252,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__CONTACTS__OVERVIEW__LOAD__SMALL_MOBILE__1844,/operations?workspace=platform&view=contacts&section=overview,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTACTS__OVERVIEW__LOAD__SMALL_MOBILE__1844.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3253,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__CONTACTS__INTERESTED_PARENTS__LOAD__SMALL_MOBILE__1845,/operations?workspace=platform&view=contacts&section=interested_parents,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTACTS__INTERESTED_PARENTS__LOAD__SMALL_MOBILE__1845.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3254,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__CONTACTS__PARENTS__LOAD__SMALL_MOBILE__1846,/operations?workspace=platform&view=contacts&section=parents,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTACTS__PARENTS__LOAD__SMALL_MOBILE__1846.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3255,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__CONTACTS__PEOPLE__LOAD__SMALL_MOBILE__1847,/operations?workspace=platform&view=contacts&section=people,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTACTS__PEOPLE__LOAD__SMALL_MOBILE__1847.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3256,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__CONTACTS__CONTACTS__LOAD__SMALL_MOBILE__1848,/operations?workspace=platform&view=contacts&section=contacts,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTACTS__CONTACTS__LOAD__SMALL_MOBILE__1848.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3257,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__CONTACTS__NOTES__LOAD__SMALL_MOBILE__1849,/operations?workspace=platform&view=contacts&section=notes,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTACTS__NOTES__LOAD__SMALL_MOBILE__1849.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
BROKEN-ACTION-3258,P1,broken_action,Action needs review: ACCOUNTING 0 Payments or signup matches needing review.,Not executed during audit because it can mutate production state or trigger external systems.,SUPERADMIN__PLATFORM__CONTACTS__STUDENTS__LOAD__SMALL_MOBILE__1850,/operations?workspace=platform&view=contacts&section=students,Super Admin,Platform,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTACTS__STUDENTS__LOAD__SMALL_MOBILE__1850.png,Action should work only in dry-run or after explicit confirmation.,Not executed during audit because it can mutate production state or trigger external systems.,Add confirmation/dry-run/test mode and audit-log/timeline writes where appropriate.,P1,Review the owning page/component and convert unsupported actions to disabled/explained states.
