screen_id,screenshot_file,timestamp,viewport,role,workspace,section,page_title,route,url,previous_screen_id,clicked_label,expected_result,actual_result,result_type,back_path_available,primary_action_label,workspace_visible,role_visible,issues,notes
SUPERADMIN__PLATFORM__CONTACTS__NOTES__LOAD__SMALL_MOBILE__1849,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTACTS__NOTES__LOAD__SMALL_MOBILE__1849.png,2026-06-11T07:00:53.828Z,small-mobile,Super Admin,Platform,Contacts,Notes,/operations?workspace=platform&view=contacts&section=notes,https://bneineviimacademy.org/operations?workspace=platform&view=contacts&section=notes,,,Contacts / Notes loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__CONTACTS__STUDENTS__LOAD__SMALL_MOBILE__1850,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTACTS__STUDENTS__LOAD__SMALL_MOBILE__1850.png,2026-06-11T07:00:57.130Z,small-mobile,Super Admin,Platform,Contacts,Students,/operations?workspace=platform&view=contacts&section=students,https://bneineviimacademy.org/operations?workspace=platform&view=contacts&section=students,,,Contacts / Students loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__CONTACTS__INTAKE__LOAD__SMALL_MOBILE__1851,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTACTS__INTAKE__LOAD__SMALL_MOBILE__1851.png,2026-06-11T07:01:00.027Z,small-mobile,Super Admin,Platform,Contacts,Intake,/operations?workspace=platform&view=contacts&section=intake,https://bneineviimacademy.org/operations?workspace=platform&view=contacts&section=intake,,,Contacts / Intake loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__CONTACTS__FOLLOW_UP__LOAD__SMALL_MOBILE__1852,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTACTS__FOLLOW_UP__LOAD__SMALL_MOBILE__1852.png,2026-06-11T07:01:03.242Z,small-mobile,Super Admin,Platform,Contacts,Follow Up,/operations?workspace=platform&view=contacts&section=follow_up,https://bneineviimacademy.org/operations?workspace=platform&view=contacts&section=follow_up,,,Contacts / Follow Up loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__CONTACTS__TAGS__LOAD__SMALL_MOBILE__1853,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTACTS__TAGS__LOAD__SMALL_MOBILE__1853.png,2026-06-11T07:01:06.297Z,small-mobile,Super Admin,Platform,Contacts,Tags,/operations?workspace=platform&view=contacts&section=tags,https://bneineviimacademy.org/operations?workspace=platform&view=contacts&section=tags,,,Contacts / Tags loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__CONTENT__LIBRARY__LOAD__SMALL_MOBILE__1854,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTENT__LIBRARY__LOAD__SMALL_MOBILE__1854.png,2026-06-11T07:01:08.725Z,small-mobile,Super Admin,Platform,Content,Library,/operations?workspace=platform&view=content&section=library,https://bneineviimacademy.org/operations?workspace=platform&view=content&section=library,,,Content / Library loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__CONTENT__MEETINGS__LOAD__SMALL_MOBILE__1855,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTENT__MEETINGS__LOAD__SMALL_MOBILE__1855.png,2026-06-11T07:01:11.575Z,small-mobile,Super Admin,Platform,Content,Meetings,/operations?workspace=platform&view=content&section=meetings,https://bneineviimacademy.org/operations?workspace=platform&view=content&section=meetings,,,Content / Meetings loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__CONTENT__RESEARCH__LOAD__SMALL_MOBILE__1856,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTENT__RESEARCH__LOAD__SMALL_MOBILE__1856.png,2026-06-11T07:01:14.746Z,small-mobile,Super Admin,Platform,Content,Research,/operations?workspace=platform&view=content&section=research,https://bneineviimacademy.org/operations?workspace=platform&view=content&section=research,,,Content / Research loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__CONTENT__SELECTED__LOAD__SMALL_MOBILE__1857,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTENT__SELECTED__LOAD__SMALL_MOBILE__1857.png,2026-06-11T07:01:17.658Z,small-mobile,Super Admin,Platform,Content,Selected,/operations?workspace=platform&view=content&section=selected,https://bneineviimacademy.org/operations?workspace=platform&view=content&section=selected,,,Content / Selected loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__CONTENT__REPURPOSE__LOAD__SMALL_MOBILE__1858,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTENT__REPURPOSE__LOAD__SMALL_MOBILE__1858.png,2026-06-11T07:01:20.108Z,small-mobile,Super Admin,Platform,Content,Repurpose,/operations?workspace=platform&view=content&section=repurpose,https://bneineviimacademy.org/operations?workspace=platform&view=content&section=repurpose,,,Content / Repurpose loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__CONTENT__NEWSLETTER__LOAD__SMALL_MOBILE__1859,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTENT__NEWSLETTER__LOAD__SMALL_MOBILE__1859.png,2026-06-11T07:01:23.125Z,small-mobile,Super Admin,Platform,Content,Newsletter,/operations?workspace=platform&view=content&section=newsletter,https://bneineviimacademy.org/operations?workspace=platform&view=content&section=newsletter,,,Content / Newsletter loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__CONTENT__PROMPTS__LOAD__SMALL_MOBILE__1860,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTENT__PROMPTS__LOAD__SMALL_MOBILE__1860.png,2026-06-11T07:01:26.209Z,small-mobile,Super Admin,Platform,Content,Prompts,/operations?workspace=platform&view=content&section=prompts,https://bneineviimacademy.org/operations?workspace=platform&view=content&section=prompts,,,Content / Prompts loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__CONTENT__BUNDLES__LOAD__SMALL_MOBILE__1861,screenshots/small-mobile/SUPERADMIN__PLATFORM__CONTENT__BUNDLES__LOAD__SMALL_MOBILE__1861.png,2026-06-11T07:01:29.108Z,small-mobile,Super Admin,Platform,Content,Bundles,/operations?workspace=platform&view=content&section=bundles,https://bneineviimacademy.org/operations?workspace=platform&view=content&section=bundles,,,Content / Bundles loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__CALENDAR__OVERVIEW__LOAD__SMALL_MOBILE__1862,screenshots/small-mobile/SUPERADMIN__PLATFORM__CALENDAR__OVERVIEW__LOAD__SMALL_MOBILE__1862.png,2026-06-11T07:01:32.138Z,small-mobile,Super Admin,Platform,Calendar,Overview,/operations?workspace=platform&view=calendar&section=overview,https://bneineviimacademy.org/operations?workspace=platform&view=calendar&section=overview,,,Calendar / Overview loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CALENDAR__WEEK__LOAD__SMALL_MOBILE__1863,screenshots/small-mobile/SUPERADMIN__PLATFORM__CALENDAR__WEEK__LOAD__SMALL_MOBILE__1863.png,2026-06-11T07:01:35.332Z,small-mobile,Super Admin,Platform,Calendar,Week,/operations?workspace=platform&view=calendar&section=week,https://bneineviimacademy.org/operations?workspace=platform&view=calendar&section=week,,,Calendar / Week loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CALENDAR__MONTH__LOAD__SMALL_MOBILE__1864,screenshots/small-mobile/SUPERADMIN__PLATFORM__CALENDAR__MONTH__LOAD__SMALL_MOBILE__1864.png,2026-06-11T07:01:37.999Z,small-mobile,Super Admin,Platform,Calendar,Month,/operations?workspace=platform&view=calendar&section=month,https://bneineviimacademy.org/operations?workspace=platform&view=calendar&section=month,,,Calendar / Month loads in the correct workspace.,No major automated issue detected; manual designer review still required.,page,true,Open navigation,true,true,,No major automated issue detected; manual designer review still required.
SUPERADMIN__PLATFORM__CALENDAR__CLASSES__LOAD__SMALL_MOBILE__1865,screenshots/small-mobile/SUPERADMIN__PLATFORM__CALENDAR__CLASSES__LOAD__SMALL_MOBILE__1865.png,2026-06-11T07:01:40.483Z,small-mobile,Super Admin,Platform,Calendar,Classes,/operations?workspace=platform&view=calendar&section=classes,https://bneineviimacademy.org/operations?workspace=platform&view=calendar&section=classes,,,Calendar / Classes loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__CALENDAR__STUDENTS__LOAD__SMALL_MOBILE__1866,screenshots/small-mobile/SUPERADMIN__PLATFORM__CALENDAR__STUDENTS__LOAD__SMALL_MOBILE__1866.png,2026-06-11T07:01:43.517Z,small-mobile,Super Admin,Platform,Calendar,Students,/operations?workspace=platform&view=calendar&section=students,https://bneineviimacademy.org/operations?workspace=platform&view=calendar&section=students,,,Calendar / Students loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__CALENDAR__PROVIDER__LOAD__SMALL_MOBILE__1867,screenshots/small-mobile/SUPERADMIN__PLATFORM__CALENDAR__PROVIDER__LOAD__SMALL_MOBILE__1867.png,2026-06-11T07:01:46.380Z,small-mobile,Super Admin,Platform,Calendar,Provider,/operations?workspace=platform&view=calendar&section=provider,https://bneineviimacademy.org/operations?workspace=platform&view=calendar&section=provider,,,Calendar / Provider loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__CALENDAR__GOOGLE_SYNC__LOAD__SMALL_MOBILE__1868,screenshots/small-mobile/SUPERADMIN__PLATFORM__CALENDAR__GOOGLE_SYNC__LOAD__SMALL_MOBILE__1868.png,2026-06-11T07:01:49.198Z,small-mobile,Super Admin,Platform,Calendar,Google Sync,/operations?workspace=platform&view=calendar&section=google_sync,https://bneineviimacademy.org/operations?workspace=platform&view=calendar&section=google_sync,,,Calendar / Google Sync loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__CALENDAR__SETTINGS__LOAD__SMALL_MOBILE__1869,screenshots/small-mobile/SUPERADMIN__PLATFORM__CALENDAR__SETTINGS__LOAD__SMALL_MOBILE__1869.png,2026-06-11T07:01:52.214Z,small-mobile,Super Admin,Platform,Calendar,Settings,/operations?workspace=platform&view=calendar&section=settings,https://bneineviimacademy.org/operations?workspace=platform&view=calendar&section=settings,,,Calendar / Settings loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__OVERVIEW__LOAD__SMALL_MOBILE__1870,screenshots/small-mobile/SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__OVERVIEW__LOAD__SMALL_MOBILE__1870.png,2026-06-11T07:01:57.153Z,small-mobile,Super Admin,Platform,Service Providers,Overview,/operations?workspace=platform&view=service_providers&section=overview,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=overview,,,Service Providers / Overview loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__DIRECTORY__LOAD__SMALL_MOBILE__1871,screenshots/small-mobile/SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__DIRECTORY__LOAD__SMALL_MOBILE__1871.png,2026-06-11T07:02:01.082Z,small-mobile,Super Admin,Platform,Service Providers,Directory,/operations?workspace=platform&view=service_providers&section=directory,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=directory,,,Service Providers / Directory loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__WORKSPACES__LOAD__SMALL_MOBILE__1872,screenshots/small-mobile/SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__WORKSPACES__LOAD__SMALL_MOBILE__1872.png,2026-06-11T07:02:05.113Z,small-mobile,Super Admin,Platform,Service Providers,Workspaces,/operations?workspace=platform&view=service_providers&section=workspaces,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=workspaces,,,Service Providers / Workspaces loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__COMMERCIAL__LOAD__SMALL_MOBILE__1873,screenshots/small-mobile/SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__COMMERCIAL__LOAD__SMALL_MOBILE__1873.png,2026-06-11T07:02:08.947Z,small-mobile,Super Admin,Platform,Service Providers,Commercial,/operations?workspace=platform&view=service_providers&section=commercial,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=commercial,,,Service Providers / Commercial loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__PLANS__LOAD__SMALL_MOBILE__1874,screenshots/small-mobile/SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__PLANS__LOAD__SMALL_MOBILE__1874.png,2026-06-11T07:02:12.789Z,small-mobile,Super Admin,Platform,Service Providers,Plans,/operations?workspace=platform&view=service_providers&section=plans,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=plans,,,Service Providers / Plans loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__ONBOARDING__LOAD__SMALL_MOBILE__1875,screenshots/small-mobile/SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__ONBOARDING__LOAD__SMALL_MOBILE__1875.png,2026-06-11T07:02:16.219Z,small-mobile,Super Admin,Platform,Service Providers,Onboarding,/operations?workspace=platform&view=service_providers&section=onboarding,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=onboarding,,,Service Providers / Onboarding loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__ACCESS_CHECKLIST__LOAD__SMALL_MOBILE__1876,screenshots/small-mobile/SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__ACCESS_CHECKLIST__LOAD__SMALL_MOBILE__1876.png,2026-06-11T07:02:19.348Z,small-mobile,Super Admin,Platform,Service Providers,Access Checklist,/operations?workspace=platform&view=service_providers&section=access_checklist,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=access_checklist,,,Service Providers / Access Checklist loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__INTEGRATION_AUDIT__LOAD__SMALL_MOBILE__1877,screenshots/small-mobile/SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__INTEGRATION_AUDIT__LOAD__SMALL_MOBILE__1877.png,2026-06-11T07:02:22.398Z,small-mobile,Super Admin,Platform,Service Providers,Integration Audit,/operations?workspace=platform&view=service_providers&section=integration_audit,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=integration_audit,,,Service Providers / Integration Audit loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__COMMUNITIES__LOAD__SMALL_MOBILE__1878,screenshots/small-mobile/SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__COMMUNITIES__LOAD__SMALL_MOBILE__1878.png,2026-06-11T07:02:25.203Z,small-mobile,Super Admin,Platform,Service Providers,Communities,/operations?workspace=platform&view=service_providers&section=communities,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=communities,,,Service Providers / Communities loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__CONTENT__LOAD__SMALL_MOBILE__1879,screenshots/small-mobile/SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__CONTENT__LOAD__SMALL_MOBILE__1879.png,2026-06-11T07:02:27.965Z,small-mobile,Super Admin,Platform,Service Providers,Content,/operations?workspace=platform&view=service_providers&section=content,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=content,,,Service Providers / Content loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__MARKETING__LOAD__SMALL_MOBILE__1880,screenshots/small-mobile/SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__MARKETING__LOAD__SMALL_MOBILE__1880.png,2026-06-11T07:02:30.904Z,small-mobile,Super Admin,Platform,Service Providers,Marketing,/operations?workspace=platform&view=service_providers&section=marketing,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=marketing,,,Service Providers / Marketing loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__LEADS__LOAD__SMALL_MOBILE__1881,screenshots/small-mobile/SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__LEADS__LOAD__SMALL_MOBILE__1881.png,2026-06-11T07:02:33.980Z,small-mobile,Super Admin,Platform,Service Providers,Leads,/operations?workspace=platform&view=service_providers&section=leads,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=leads,,,Service Providers / Leads loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__COMMUNICATIONS__LOAD__SMALL_MOBILE__1882,screenshots/small-mobile/SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__COMMUNICATIONS__LOAD__SMALL_MOBILE__1882.png,2026-06-11T07:02:37.047Z,small-mobile,Super Admin,Platform,Service Providers,Communications,/operations?workspace=platform&view=service_providers&section=communications,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=communications,,,Service Providers / Communications loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__SETTINGS__LOAD__SMALL_MOBILE__1883,screenshots/small-mobile/SUPERADMIN__PLATFORM__SERVICE_PROVIDERS__SETTINGS__LOAD__SMALL_MOBILE__1883.png,2026-06-11T07:02:40.512Z,small-mobile,Super Admin,Platform,Service Providers,Settings,/operations?workspace=platform&view=service_providers&section=settings,https://bneineviimacademy.org/operations?workspace=platform&view=service_providers&section=settings,,,Service Providers / Settings loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__COMMUNICATIONS__OVERVIEW__LOAD__SMALL_MOBILE__1884,screenshots/small-mobile/SUPERADMIN__PLATFORM__COMMUNICATIONS__OVERVIEW__LOAD__SMALL_MOBILE__1884.png,2026-06-11T07:02:43.981Z,small-mobile,Super Admin,Platform,Communications,Overview,/operations?workspace=platform&view=communications&section=overview,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=overview,,,Communications / Overview loads in the correct workspace.,Too many card-like panels. Small mobile tap targets detected.,page,true,Open navigation,true,true,CARD-DENSITY TINY-TAP-TARGETS,Too many card-like panels. Small mobile tap targets detected.
SUPERADMIN__PLATFORM__COMMUNICATIONS__PARENTS__LOAD__SMALL_MOBILE__1885,screenshots/small-mobile/SUPERADMIN__PLATFORM__COMMUNICATIONS__PARENTS__LOAD__SMALL_MOBILE__1885.png,2026-06-11T07:02:46.446Z,small-mobile,Super Admin,Platform,Communications,Parents,/operations?workspace=platform&view=communications&section=parents,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=parents,,,Communications / Parents loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__COMMUNICATIONS__STUDENTS__LOAD__SMALL_MOBILE__1886,screenshots/small-mobile/SUPERADMIN__PLATFORM__COMMUNICATIONS__STUDENTS__LOAD__SMALL_MOBILE__1886.png,2026-06-11T07:02:48.912Z,small-mobile,Super Admin,Platform,Communications,Students,/operations?workspace=platform&view=communications&section=students,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=students,,,Communications / Students loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__COMMUNICATIONS__PROVIDERS__LOAD__SMALL_MOBILE__1887,screenshots/small-mobile/SUPERADMIN__PLATFORM__COMMUNICATIONS__PROVIDERS__LOAD__SMALL_MOBILE__1887.png,2026-06-11T07:02:51.429Z,small-mobile,Super Admin,Platform,Communications,Providers,/operations?workspace=platform&view=communications&section=providers,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=providers,,,Communications / Providers loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__COMMUNICATIONS__INTERNAL__LOAD__SMALL_MOBILE__1888,screenshots/small-mobile/SUPERADMIN__PLATFORM__COMMUNICATIONS__INTERNAL__LOAD__SMALL_MOBILE__1888.png,2026-06-11T07:02:53.559Z,small-mobile,Super Admin,Platform,Communications,Internal,/operations?workspace=platform&view=communications&section=internal,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=internal,,,Communications / Internal loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__COMMUNICATIONS__WHATSAPP__LOAD__SMALL_MOBILE__1889,screenshots/small-mobile/SUPERADMIN__PLATFORM__COMMUNICATIONS__WHATSAPP__LOAD__SMALL_MOBILE__1889.png,2026-06-11T07:02:55.978Z,small-mobile,Super Admin,Platform,Communications,Whatsapp,/operations?workspace=platform&view=communications&section=whatsapp,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=whatsapp,,,Communications / Whatsapp loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__COMMUNICATIONS__EMAIL__LOAD__SMALL_MOBILE__1890,screenshots/small-mobile/SUPERADMIN__PLATFORM__COMMUNICATIONS__EMAIL__LOAD__SMALL_MOBILE__1890.png,2026-06-11T07:02:58.446Z,small-mobile,Super Admin,Platform,Communications,Email,/operations?workspace=platform&view=communications&section=email,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=email,,,Communications / Email loads in the correct workspace.,Too many card-like panels. Small mobile tap targets detected.,page,true,Open navigation,true,true,CARD-DENSITY TINY-TAP-TARGETS,Too many card-like panels. Small mobile tap targets detected.
SUPERADMIN__PLATFORM__COMMUNICATIONS__BOTS__LOAD__SMALL_MOBILE__1891,screenshots/small-mobile/SUPERADMIN__PLATFORM__COMMUNICATIONS__BOTS__LOAD__SMALL_MOBILE__1891.png,2026-06-11T07:03:00.479Z,small-mobile,Super Admin,Platform,Communications,Bots,/operations?workspace=platform&view=communications&section=bots,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=bots,,,Communications / Bots loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__COMMUNICATIONS__TEMPLATES__LOAD__SMALL_MOBILE__1892,screenshots/small-mobile/SUPERADMIN__PLATFORM__COMMUNICATIONS__TEMPLATES__LOAD__SMALL_MOBILE__1892.png,2026-06-11T07:03:02.946Z,small-mobile,Super Admin,Platform,Communications,Templates,/operations?workspace=platform&view=communications&section=templates,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=templates,,,Communications / Templates loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__COMMUNICATIONS__SETTINGS__LOAD__SMALL_MOBILE__1893,screenshots/small-mobile/SUPERADMIN__PLATFORM__COMMUNICATIONS__SETTINGS__LOAD__SMALL_MOBILE__1893.png,2026-06-11T07:03:05.413Z,small-mobile,Super Admin,Platform,Communications,Settings,/operations?workspace=platform&view=communications&section=settings,https://bneineviimacademy.org/operations?workspace=platform&view=communications&section=settings,,,Communications / Settings loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__INTERNAL_DIALOGUE__OVERVIEW__LOAD__SMALL_MOBILE__1894,screenshots/small-mobile/SUPERADMIN__PLATFORM__INTERNAL_DIALOGUE__OVERVIEW__LOAD__SMALL_MOBILE__1894.png,2026-06-11T07:03:07.884Z,small-mobile,Super Admin,Platform,Internal Dialogue,Overview,/operations?workspace=platform&view=internal_dialogue&section=overview,https://bneineviimacademy.org/operations?workspace=platform&view=internal_dialogue&section=overview,,,Internal Dialogue / Overview loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
SUPERADMIN__PLATFORM__INTERNAL_DIALOGUE__SHLOIMIE_RABBI__LOAD__SMALL_MOBILE__1895,screenshots/small-mobile/SUPERADMIN__PLATFORM__INTERNAL_DIALOGUE__SHLOIMIE_RABBI__LOAD__SMALL_MOBILE__1895.png,2026-06-11T07:03:10.312Z,small-mobile,Super Admin,Platform,Internal Dialogue,Shloimie Rabbi,/operations?workspace=platform&view=internal_dialogue&section=shloimie_rabbi,https://bneineviimacademy.org/operations?workspace=platform&view=internal_dialogue&section=shloimie_rabbi,,,Internal Dialogue / Shloimie Rabbi loads in the correct workspace.,Small mobile tap targets detected.,page,true,Open navigation,true,true,TINY-TAP-TARGETS,Small mobile tap targets detected.
